Model,Morphology,Operation,Kernel Size,DPSGD,epsilon,loss_mem,loss_non_mem,true_label
NestedUNet,False,,,True,0.5,"[2.8247242  2.82576585 2.83145642 2.81900549 2.8107779  2.82695866
 2.83306551 2.81493187 2.82727456 2.82004333 2.82082129 2.83285642
 2.82208109 2.83646774 2.81863523 2.82673097 2.84415007 2.80820751
 2.84681916 2.83111572 2.80060387 2.83202076]","[2.81462431 2.82195306 2.81414151 2.82176113 2.80101061 2.82229233
 2.79822564 2.79883838 2.79208422 2.82593393 2.82157707 2.81672573
 2.79932404 2.79373932 2.80238819 2.81123734 2.81570482 2.81297708
 2.81931829 2.80442858 2.80916309 2.81857753]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NestedUNet,False,,,True,200.0,"[0.94805676 0.94930804 0.93428785 0.9161008  0.99589288 0.99925822
 0.93793392 0.94919926 0.93623573 0.96101797 0.95946413 1.00893426
 0.93341625 1.02309406 0.92952478 0.95855635 0.98786986 0.96263862
 0.92685497 0.94639015 0.95884168 1.00910854]","[0.92588413 0.91723472 0.96523136 0.93923801 0.92319703 0.954678
 0.93596244 0.9467532  0.91925234 0.95765948 0.91425633 0.93918765
 0.91708666 0.90652949 0.91407907 0.918679   0.95265406 0.97188163
 0.93806601 0.90832502 0.94362485 0.94703233]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NestedUNet,True,open,3,True,200.0,"[0.94989944 0.9202373  0.94477475 0.98420483 0.96997917 1.06431901
 1.00166595 1.01675928 0.97752738 0.9588632  1.16751146 0.92559886
 1.01257944 0.97269267 0.95798826 1.08133769 0.93554068 0.95106542
 0.95025992 0.95681685 0.95143914 0.98584557]","[0.93615311 0.9327997  0.97377253 0.95113456 0.9232403  0.96063256
 0.94127965 0.95892835 0.92021394 0.97330916 0.94283926 0.94432116
 0.92473018 0.92555493 0.92792076 0.92285466 0.95228928 0.9749096
 0.94537717 0.92786235 0.94933504 0.95793033]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NestedUNet,False,,,True,200.0,"[1.00374675 1.07622361 0.99225861 0.99710935 0.94181311 0.94919449
 0.94243586 0.93313831 1.09073389 0.93258858 0.98561275 1.01968098
 0.94353503 1.05280328 0.92962533 0.94023514 0.95708114 0.93132395
 0.94769812 1.01877189 0.96084893 0.96194065]","[0.92653012 0.92832077 0.96343887 0.94024134 0.92714018 0.95279157
 0.95220232 0.94613469 0.92446005 0.95133036 0.92020476 0.94217086
 0.92162234 0.92051935 0.92313617 0.921408   0.95963973 0.97145885
 0.94083065 0.91041994 0.93961573 0.94790661]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NestedUNet,False,,,True,8.0,"[1.21877933 1.32234812 1.2457912  1.22522283 1.27745366 1.23888397
 1.2208364  1.28633773 1.25506091 1.2739377  1.24846804 1.46429729
 1.21802354 1.41674638 1.24924231 1.19196367 1.24600029 1.26011217
 1.22377312 1.29429412 1.20690823 1.23724174]","[1.19798338 1.21093214 1.22024596 1.22639263 1.19986987 1.23598826
 1.1963563  1.17949665 1.19817472 1.21736693 1.21078944 1.22309327
 1.20850337 1.19196403 1.20092928 1.21451354 1.24974895 1.24591827
 1.23325443 1.17743909 1.22240114 1.22868586]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NestedUNet,True,open,3,True,8.0,"[1.27494347 1.26011765 1.32445717 1.41127169 1.27158356 1.25819206
 1.2731179  1.36455679 1.25197637 1.35369897 1.38353419 1.35326624
 1.31279683 1.35085678 1.22584093 1.30572319 1.31939888 1.25436175
 1.25913286 1.31043005 1.29291618 1.3013624 ]","[1.22690129 1.23233938 1.25400019 1.25765944 1.22140479 1.27254331
 1.22247434 1.19491386 1.22833872 1.25997758 1.24162745 1.2590791
 1.2371732  1.22653723 1.23770607 1.25470722 1.2820015  1.2741313
 1.2705121  1.19867969 1.25676334 1.26254272]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NestedUNet,False,,,True,8.0,"[1.22285545 1.29139042 1.21347713 1.41966999 1.24260044 1.23311782
 1.47326827 1.29137635 1.36382723 1.29549289 1.199314   1.34319913
 1.21494603 1.27011466 1.33121371 1.25287139 1.4348129  1.28247869
 1.28615689 1.21945834 1.23190498 1.29015076]","[1.20622134 1.21909833 1.23891509 1.24208784 1.21386862 1.2526195
 1.2027576  1.18004978 1.20362556 1.2415781  1.21568024 1.24801683
 1.22549295 1.19884682 1.22443378 1.23872864 1.26957858 1.26666272
 1.2500726  1.18121946 1.23795974 1.24674797]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NestedUNet,True,close,3,True,200.0,"[1.0727371  0.93590307 0.93210918 0.91348422 0.94095057 0.94070458
 0.97572845 0.98661256 0.9697662  0.93357688 1.0002135  0.9877311
 1.00475156 0.95760548 0.95243573 0.93061507 1.088323   0.92436522
 0.92604589 1.03124809 0.9267168  1.09509754]","[0.93654519 0.92768955 0.95661461 0.93970579 0.92375332 0.95012808
 0.9397127  0.95695651 0.91797453 0.95354915 0.92213732 0.93555814
 0.91215307 0.91687244 0.9169538  0.91791207 0.94951689 0.968153
 0.93603539 0.90821368 0.9448272  0.94673693]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NestedUNet,False,,,True,0.1,"[2.9421916  2.92129517 2.9345696  3.00392485 2.91366529 2.93753004
 2.94550633 2.92354059 2.92847109 2.98919344 2.93790245 2.94088888
 2.98423743 2.96511817 2.94613671 2.97124624 2.90064406 2.93756175
 2.96057272 2.95217657 2.90627527 2.97137046]","[2.94308472 2.97652483 2.92218328 2.96686983 2.94992733 2.95210791
 2.95672846 2.94979811 2.96739197 2.94708824 2.96190238 2.94883943
 2.95346808 2.93064284 2.9399066  2.94719815 2.95952559 2.94695783
 2.96487451 2.93083715 2.95453811 2.96660709]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NestedUNet,True,close,3,True,0.1,"[2.96302533 2.94929504 2.92698002 2.92236829 2.94958997 2.94800639
 2.95074081 2.93197107 2.98724604 2.92179108 2.97000504 2.99968123
 2.90322852 2.94110036 2.99333644 2.9136982  2.9285984  2.96344185
 2.92349529 2.95709038 2.92880464 2.93177605]","[2.9404273  2.90705729 2.94320703 2.91374493 2.98825836 2.92280245
 2.96454692 2.97291207 2.94329882 2.93131161 2.93265128 2.92895007
 2.98537087 2.96814728 2.95681238 2.94086266 2.93091226 2.95812964
 2.92753077 2.95903873 2.92743206 2.9150486 ]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NestedUNet,False,,,True,0.1,"[3.07626295 3.06284165 2.98424172 3.05834985 3.05610609 3.01939678
 3.03606677 3.02918649 3.03422213 3.05518055 3.03912616 2.97626328
 3.0644114  3.0520668  3.03042221 3.02456903 3.04350281 3.05471468
 3.03967977 3.02577066 3.06687117 3.03653383]","[3.04191709 3.04706478 3.06178856 3.05518293 3.01909924 3.06745505
 3.06139684 3.04143906 3.06818604 3.0633831  3.05353451 3.05137777
 3.0079813  3.01758814 3.0374136  3.05024195 3.04623365 3.03687072
 3.0530355  3.04549026 3.05716801 3.04229188]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NestedUNet,False,,,True,0.5,"[2.76647282 2.75867152 2.7544589  2.77550912 2.7487638  2.76051474
 2.75868654 2.75087261 2.77295756 2.75715899 2.75893068 2.75555539
 2.75623131 2.74455142 2.74816227 2.76515198 2.73766828 2.77216482
 2.75572634 2.77506065 2.74801373 2.69120502]","[2.76911187 2.7513814  2.72729015 2.74340248 2.76311493 2.74470282
 2.7613771  2.75223732 2.76590538 2.74164891 2.7540369  2.73583698
 2.76300287 2.7612617  2.74777174 2.74456096 2.73848772 2.75020242
 2.75382066 2.76501012 2.75650597 2.73435593]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NestedUNet,True,close,3,True,8.0,"[1.49470878 1.47555208 1.51402414 1.44598794 1.45675874 1.56088877
 1.44136643 1.46145821 1.43081248 1.5236367  1.5201726  1.43945003
 1.46127009 1.4959892  1.51109028 1.51506937 1.5232892  1.4762131
 1.55874419 1.46156883 1.70886004 1.46065497]","[1.44375885 1.44579077 1.44969416 1.45422053 1.45100737 1.46745205
 1.44734907 1.41290247 1.44430113 1.4492712  1.4461596  1.46340871
 1.55627429 1.43887305 1.46009195 1.57093453 1.46213913 1.5035193
 1.45746851 1.47612464 1.44492853 1.4506824 ]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NestedUNet,True,close,3,True,8.0,"[1.64704132 1.49184656 1.44462633 1.51554322 1.41639066 1.60225809
 1.45225573 1.49264073 1.43022394 1.50879896 1.46259904 1.46860337
 1.43941903 1.62878001 1.51070952 1.43304563 1.5453074  1.42810297
 1.48995876 1.53359079 1.44666719 1.44021511]","[1.40771675 1.44041812 1.44817662 1.44789708 1.40205264 1.4468987
 1.39329553 1.37708592 1.40382862 1.44210744 1.42509639 1.49284077
 1.44073808 1.46594083 1.46961474 1.43925214 1.42948198 1.43573308
 1.42530775 1.38790751 1.44708383 1.41044092]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NestedUNet,False,,,True,8.0,"[1.45746088 1.47992468 1.6359477  1.46762443 1.54767859 1.48554111
 1.44479573 1.44357073 1.48812079 1.46357965 1.51412749 1.51257777
 1.66818833 1.58223319 1.57554638 1.55343807 1.44206333 1.62787044
 1.52291965 1.48794127 1.57744884 1.46268272]","[1.44901752 1.46205044 1.4783392  1.48069048 1.45057774 1.48920178
 1.43918657 1.42440891 1.43731141 1.48364377 1.46491528 1.48816848
 1.45928431 1.56251132 1.61156166 1.43510604 1.51085353 1.45080483
 1.45153594 1.52232528 1.56037486 1.47013426]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NestedUNet,False,,,True,8.0,"[1.6791656  1.69083941 1.46389174 1.45218277 1.51798594 1.48846555
 1.47639346 1.47334361 1.56451571 1.56956029 1.52055645 1.57497942
 1.57519948 1.62172937 1.45615816 1.52725244 1.45745778 1.48268855
 1.48579276 1.50385165 1.51516557 1.52275348]","[1.44340467 1.47393465 1.47710347 1.47635317 1.44690979 1.47650719
 1.44459939 1.42246175 1.44181454 1.46746278 1.45669389 1.46872711
 1.43855691 1.49218404 1.64210081 1.50292552 1.57903862 1.46009231
 1.48940444 1.47249198 1.48692012 1.56677151]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
