Model,Morphology,Operation,Kernel Size,DPSGD,epsilon,loss_mem,loss_non_mem,true_label
NestedUNet,True,close,3,True,0.5,"[2.57992601 2.60357547 2.5727818  2.59297085 2.59641552 2.58422422
 2.60710621 2.61307287 2.57935166 2.59310198 2.60512638 2.60009527
 2.56408501 2.55184793 2.58438706 2.61281395 2.59081602 2.57749033
 2.55562782 2.5804038  2.62553644 2.5993638 ]","[2.57603121 2.55575085 2.58127403 2.56369162 2.59700751 2.58990622
 2.59977436 2.57224798 2.59487343 2.59902501 2.56929564 2.60393333
 2.60390949 2.59904814 2.59545016 2.60449934 2.60709476 2.61839294
 2.59408522 2.57893896 2.5934124  2.56986094]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NestedUNet,True,close,3,True,200.0,"[1.05962491 0.93314779 0.93081582 0.98691022 0.95568871 0.95972717
 1.01176536 0.90543532 0.96383715 0.97903204 1.02449346 1.11795592
 0.98779047 0.92908287 0.94554347 0.97236055 1.06822491 0.94073713
 0.93992794 0.95216596 0.9267987  0.92662859]","[0.91783857 0.91635597 0.94755137 0.93541765 0.90951836 0.9470973
 0.92857069 0.93870735 0.90364867 0.94948941 0.91225147 0.92281783
 0.90110075 0.90509969 0.90359199 0.90474552 0.93828678 0.96208155
 0.92218912 0.9093405  0.93184739 0.93492818]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NestedUNet,True,close,3,True,8.0,"[1.23514068 1.22995245 1.24497747 1.37747765 1.20058143 1.25853133
 1.2037518  1.2102499  1.27106261 1.21072078 1.26459408 1.25794399
 1.2840544  1.27079844 1.24555933 1.27385139 1.30917442 1.37867916
 1.25901544 1.31067967 1.26557112 1.21104252]","[1.18920171 1.20532846 1.22133183 1.21643591 1.19439995 1.22789264
 1.20473361 1.18259394 1.20502937 1.21484554 1.20223868 1.22273958
 1.20253277 1.21853912 1.1972239  1.21311259 1.2476759  1.23935199
 1.23149145 1.1694572  1.21230292 1.22440326]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NestedUNet,True,both,3,True,0.1,"[2.97487545 2.97425628 3.00781345 2.98482728 2.97011709 2.98072815
 2.97141695 2.97566009 2.96786594 2.97621346 2.99115705 2.97357059
 2.96158814 2.95312119 2.97527742 2.97682762 2.99428701 2.94275069
 2.96932077 2.98260117 2.98843813 2.98197794]","[2.97116542 2.94918299 2.96565723 2.96021175 3.00205469 2.96550918
 2.98431826 2.97895145 2.9774406  2.96526051 2.9683733  2.98151231
 3.00177312 3.00039959 2.98865366 2.98500204 2.98199248 2.9903245
 2.97339511 2.97237015 2.96243644 2.95886326]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NestedUNet,True,both,3,True,0.5,"[2.53818965 2.51007271 2.51460361 2.5277729  2.52778101 2.5758431
 2.54107523 2.50573206 2.51920414 2.50846982 2.54243565 2.50187707
 2.48348761 2.52947187 2.47447729 2.51178265 2.49112487 2.51167631
 2.53952503 2.48147488 2.50617719 2.50633597]","[2.5003233  2.49779701 2.51711559 2.52375984 2.49707842 2.53938413
 2.50418758 2.49526191 2.49827576 2.52707171 2.5122509  2.52946281
 2.49229956 2.48637486 2.49880028 2.52143955 2.54131484 2.52480936
 2.52310371 2.49681234 2.52581239 2.52005434]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NestedUNet,True,both,3,True,200.0,"[0.95164025 0.95858425 0.96431875 0.94729656 0.9574281  1.10408235
 0.99298292 0.97849077 1.06376398 0.93457526 0.92612797 0.93994915
 0.94673884 0.96445882 1.08852696 0.94738251 0.9311983  0.93970245
 0.96914619 0.96603453 0.96298766 0.92549163]","[0.93762028 0.94111276 0.96729475 0.95476592 0.92745781 0.96690679
 0.94355464 0.95742905 0.92318493 0.96620703 0.93369079 0.94113803
 0.92328519 0.9215216  0.92696571 0.92443949 0.96270037 0.97457176
 0.9463768  0.92147189 0.9575721  0.95547974]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NestedUNet,True,both,3,True,8.0,"[1.24758935 1.28107977 1.3649267  1.28792953 1.26367843 1.32906103
 1.36575913 1.23542047 1.33735836 1.25910771 1.36202848 1.28001344
 1.36799562 1.35731459 1.40641224 1.32137012 1.25890374 1.29207611
 1.22504687 1.33162761 1.3112433  1.24833751]","[1.23028326 1.24580538 1.26131988 1.2558341  1.22451663 1.27408612
 1.22487187 1.20571327 1.21979535 1.2676518  1.24434853 1.26437199
 1.2359941  1.21752477 1.23864639 1.25844681 1.28018355 1.27577043
 1.26000476 1.20976675 1.25619149 1.26123881]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NestedUNet,False,,,True,0.1,"[2.55049443 2.55349517 2.54748106 2.56358647 2.53821325 2.55393505
 2.54596567 2.58202696 2.52200818 2.52012491 2.56745291 2.51240396
 2.55177736 2.55695295 2.54988027 2.55059361 2.57360387 2.55689716
 2.55329514 2.52875495 2.52585316 2.51320934]","[2.53283811 2.50151014 2.50956297 2.50507236 2.60703754 2.51434278
 2.56183434 2.53904748 2.56846476 2.53349519 2.51900959 2.56201768
 2.59528661 2.55377603 2.56230688 2.56565475 2.56281853 2.57741022
 2.55707693 2.52070093 2.54169011 2.52249527]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NestedUNet,False,,,False,,"[0.78116536 0.79279852 0.80730677 0.79711986 0.79883099 0.77873117
 0.82609856 0.78679955 0.79933679 0.82854289 0.78983951 0.78455561
 0.7990312  0.80407226 0.80599689 0.80764437 0.83995235 0.79401636
 0.80332094 0.8119939  0.78529876 0.78093052]","[0.8696239  0.84742492 0.89106488 0.85866064 0.83267015 0.86836767
 0.88664091 0.85582018 0.84383208 0.90380168 0.83592254 0.84877723
 0.8250156  0.84831226 0.82308429 0.82193643 0.87437725 0.88578784
 0.84852362 0.88021797 0.85796094 0.88695621]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NestedUNet,False,,,True,0.1,"[2.83246684 2.81289554 2.80955505 2.80072784 2.7960012  2.80946732
 2.77580047 2.82562494 2.82041287 2.8167038  2.81549406 2.81995296
 2.80219221 2.80625486 2.80362391 2.81392002 2.78507805 2.81281042
 2.79212022 2.81365061 2.81933141 2.75867772]","[2.81382227 2.80244279 2.77340412 2.81172276 2.82526302 2.79807401
 2.79884958 2.79039311 2.7786653  2.801893   2.80277824 2.81322956
 2.81780052 2.81137252 2.82562184 2.81831098 2.80818343 2.81108618
 2.80138683 2.81407642 2.80759239 2.81504488]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NestedUNet,False,,,False,,"[0.78610849 0.76481688 0.78155321 0.78705674 0.81566501 0.76565194
 0.7953853  0.77672732 0.78577679 0.78483659 0.77145296 0.78440917
 0.77844924 0.7833159  0.77913642 0.78109294 0.78987956 0.79738396
 0.78351289 0.77407366 0.78445929 0.77585405]","[0.88666523 0.87893605 0.93951297 0.8949911  0.85170835 0.9032234
 0.91660184 0.85106558 0.86440623 0.96736705 0.86141431 0.85414577
 0.84178329 0.8825444  0.84097564 0.84277189 0.87311006 0.91959161
 0.8590439  0.89702082 0.89145511 0.94817507]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NestedUNet,False,,,True,0.5,"[2.23350286 2.27699041 2.25220156 2.2454648  2.27315998 2.27316093
 2.22790647 2.29233742 2.2925539  2.36424589 2.28134894 2.32648611
 2.34173179 2.23870921 2.22745991 2.3036263  2.26036644 2.24412489
 2.28486085 2.27314281 2.2734201  2.28509545]","[2.23321795 2.22060251 2.27938318 2.25850177 2.25163007 2.27077484
 2.23437333 2.21876001 2.2388308  2.27324843 2.24831772 2.26678705
 2.25954628 2.23935461 2.26567626 2.26754999 2.2747457  2.28102112
 2.25926971 2.23383617 2.26152849 2.25980997]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NestedUNet,False,,,False,,"[0.86331332 0.81942236 0.79900736 0.82379913 0.79250002 0.81867325
 0.82876134 0.79588699 0.7978192  0.84034067 0.80344599 0.8069216
 0.80296385 0.80615884 0.79596758 0.81385422 0.80879694 0.81639647
 0.8121165  0.7891106  0.8009007  0.78807354]","[0.85123616 0.83441019 0.88288522 0.84113538 0.82360125 0.85417902
 0.8558439  0.83439016 0.82995319 0.89530241 0.82590818 0.82324255
 0.81561065 0.84130681 0.81472045 0.81068385 0.83911109 0.88445282
 0.82243431 0.84343463 0.83672088 0.87816805]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NestedUNet,False,,,True,0.5,"[2.40758514 2.45061851 2.42997384 2.44869995 2.41639972 2.42578888
 2.43114567 2.47766495 2.51500964 2.43529153 2.4494431  2.44459343
 2.45912242 2.46433306 2.42882228 2.44669056 2.46212888 2.46314168
 2.42388177 2.46701074 2.47331977 2.44726157]","[2.40921593 2.44012356 2.42827654 2.41580629 2.41822791 2.42710042
 2.42679358 2.40977383 2.44115973 2.42207718 2.40159893 2.43471432
 2.42273355 2.412781   2.42170215 2.43242383 2.43931508 2.43888259
 2.43435216 2.38715458 2.4199245  2.41992259]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NestedUNet,False,,,False,,"[0.82177663 0.80143785 0.80283618 0.81387174 0.83478254 0.81238222
 0.80809522 0.82382894 0.7985363  0.79276752 0.8172769  0.83748329
 0.86258739 0.79098374 0.81853563 0.8144629  0.80611449 0.87705028
 0.79762137 0.8367449  0.83631176 0.80075228]","[0.85103822 0.83992833 0.88413739 0.84159875 0.81987977 0.85538954
 0.85800052 0.83167237 0.82493961 0.86442912 0.82310724 0.82504165
 0.81567866 0.83251768 0.82373774 0.81221914 0.84101361 0.86737198
 0.82453859 0.85467046 0.84202546 0.85954094]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NestedUNet,False,,,False,,"[0.80400854 0.80815423 0.78591657 0.84036541 0.82501686 0.79639488
 0.82258892 0.78791684 0.81044984 0.80867875 0.81198633 0.82724971
 0.79638433 0.80347431 0.79658449 0.83390659 0.82034254 0.80118716
 0.81712365 0.80127794 0.81153089 0.79095459]","[0.85529578 0.83694947 0.89092278 0.85354531 0.84630448 0.86493784
 0.86979288 0.83947086 0.84227711 0.88520694 0.82376635 0.83177614
 0.82580739 0.83665854 0.82670444 0.81951344 0.84807473 0.89885539
 0.83017015 0.85390443 0.8545568  0.89606893]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NestedUNet,False,,,True,200.0,"[0.9822982  1.00962424 0.94785982 0.96102244 0.94572413 0.94967592
 0.97055686 1.16347039 0.97522986 0.94485688 0.97971338 1.07453382
 1.09160316 1.11302829 0.96587908 0.94853687 0.92676157 1.12609148
 1.05635905 1.08448911 0.94998771 0.95643383]","[0.93496323 0.93657112 0.97618175 0.95406008 0.92840421 0.96375829
 0.93805802 0.94825912 0.92113507 0.96776301 0.93641257 0.94781858
 0.92556715 0.91741884 0.92438442 0.92351371 0.96946454 0.9868356
 0.94635302 0.92341805 0.95414442 0.95452774]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NestedUNet,False,,,False,,"[0.81106073 0.80881816 0.8191914  0.8035863  0.82102877 0.80816323
 0.82572103 0.82202584 0.79244113 0.82829183 0.80714297 0.82737356
 0.80999976 0.84815598 0.81900918 0.79726881 0.81490439 0.85364294
 0.85407686 0.81061399 0.83095503 0.79253548]","[0.85619342 0.84392142 0.86763799 0.86052805 0.83668137 0.86511302
 0.87419224 0.85831678 0.83151656 0.8650521  0.82762444 0.81421655
 0.81288469 0.82966793 0.81748646 0.80544949 0.85114115 0.8561008
 0.82078946 0.8461495  0.85029626 0.87229335]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NestedUNet,False,,,True,200.0,"[0.94975197 0.98755896 1.01809406 0.9580338  1.01833081 0.98821592
 1.04278934 1.08266628 0.97681558 1.0319494  0.93815255 0.98707986
 1.17496347 0.99477863 0.9992131  1.02054369 0.97456592 0.97715032
 0.96645665 1.00821507 0.9818176  0.95514286]","[0.95267761 0.95550257 0.98380196 0.96703792 0.94719172 0.97643661
 0.95697421 0.96471077 0.94423562 0.97374535 0.95198834 0.95481664
 0.94666648 0.94093192 0.94110513 0.94257993 0.98106426 0.9914034
 0.96215641 0.94115186 0.96469724 0.96658206]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NestedUNet,False,,,False,,"[0.81264442 0.79855222 0.78850073 0.79550952 0.79750031 0.80760449
 0.83917654 0.8050456  0.79514194 0.83262545 0.78804111 0.81085533
 0.80658519 0.7843926  0.79672831 0.80437237 0.78879672 0.7976864
 0.82375407 0.80369902 0.7857548  0.80596179]","[0.85651445 0.84546584 0.89370155 0.87892413 0.83734047 0.87721473
 0.85909653 0.84111786 0.83935207 0.93229687 0.83750045 0.83001882
 0.84465665 0.8607673  0.84237087 0.82191145 0.85795927 0.91159636
 0.83678496 0.88703483 0.86939406 0.89144367]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NestedUNet,False,,,True,8.0,"[1.21747363 1.21390462 1.31046927 1.21214283 1.39039254 1.31269884
 1.39645982 1.20470083 1.33230138 1.4169457  1.2974999  1.37643957
 1.25788498 1.19180751 1.21458578 1.32370448 1.21168029 1.27210259
 1.26560009 1.26972651 1.25666988 1.29168272]","[1.19000125 1.20115423 1.21451998 1.21750534 1.19110465 1.23079014
 1.19611979 1.1708529  1.18827331 1.21535516 1.19790089 1.21248007
 1.19432497 1.19377863 1.19075775 1.20348859 1.24311316 1.23859894
 1.22122192 1.16037929 1.21598196 1.21945119]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NestedUNet,False,,,False,,"[0.83079183 0.80467761 0.82958823 0.85576808 0.83441681 0.83318084
 0.81665778 0.81275058 0.83151257 0.82313997 0.81789327 0.84612811
 0.81602299 0.82889855 0.84835595 0.80470163 0.82768959 0.81348443
 0.85466486 0.89561415 0.82786787 0.79957706]","[0.84710419 0.82995564 0.85871625 0.84169567 0.82251132 0.84570295
 0.85100079 0.83746266 0.82824516 0.88691849 0.81809622 0.81832343
 0.81305051 0.82477105 0.81754386 0.80767506 0.83917832 0.84843975
 0.81607217 0.83922815 0.8347199  0.86571813]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NestedUNet,False,,,True,8.0,"[1.33260512 1.29181981 1.42933154 1.33472002 1.32639408 1.37544751
 1.28652906 1.29537547 1.24534893 1.23992085 1.30333447 1.2396301
 1.4227488  1.30595779 1.36978507 1.37333274 1.26104248 1.27826595
 1.38981903 1.23856544 1.26616836 1.23841882]","[1.2188201  1.22324157 1.25125921 1.24759507 1.20462942 1.26159358
 1.20063674 1.19181216 1.20954812 1.24799359 1.22683299 1.24433589
 1.21971464 1.19725013 1.22082162 1.23517907 1.27392495 1.26773596
 1.25253439 1.19151092 1.24891412 1.24932945]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NestedUNet,False,,,False,,"[0.78350073 0.79050159 0.77601445 0.81226057 0.78313565 0.77911812
 0.79956436 0.79476327 0.78632635 0.80800676 0.78737265 0.78113681
 0.81660175 0.78734732 0.82647347 0.78009355 0.78585005 0.80742592
 0.7916581  0.79860532 0.79532564 0.77956736]","[0.88916975 0.85263163 0.89866132 0.88213092 0.84215271 0.89632899
 0.87914324 0.87221628 0.85230953 0.91748565 0.84409964 0.83472705
 0.83032227 0.82995337 0.82205755 0.8208186  0.87838614 0.89786667
 0.84095907 0.87869918 0.88800657 0.89536047]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NestedUNet,False,,,True,0.1,"[3.29980135 3.32624412 3.2879343  3.32248187 3.29799724 3.31373119
 3.24330282 3.30890346 3.28382015 3.31184673 3.30277395 3.30463266
 3.30366921 3.3387351  3.3132205  3.27339983 3.27771401 3.33244896
 3.31076312 3.29366016 3.24644947 3.30563784]","[3.32318449 3.31072187 3.33374786 3.32265329 3.32638884 3.31974149
 3.32612896 3.30882287 3.32404566 3.34028816 3.32985449 3.34548187
 3.33120966 3.33996916 3.33316994 3.34071684 3.32827997 3.33631945
 3.33549213 3.34144592 3.334373   3.32752991]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NestedUNet,False,,,False,,"[0.79996943 0.83211935 0.80407798 0.79699063 0.80939817 0.81818449
 0.81096703 0.80141664 0.81131756 0.81923968 0.806234   0.78796107
 0.81745791 0.81814122 0.82055563 0.80495244 0.79240918 0.7973612
 0.81217712 0.80825931 0.80865335 0.78891855]","[0.87203026 0.8525337  0.88935548 0.85006392 0.82773107 0.87133396
 0.89723027 0.85072571 0.82675153 0.89710897 0.82332909 0.83377659
 0.81070191 0.82607585 0.82111645 0.81901556 0.84795737 0.86483389
 0.82322949 0.85746706 0.85733795 0.8826192 ]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NestedUNet,True,open,3,True,0.1,"[2.8216548  2.84092712 2.85844493 2.82542634 2.83308768 2.84444737
 2.84303713 2.84552336 2.84791112 2.84244251 2.85085249 2.84198904
 2.8360703  2.86695695 2.84831142 2.83488417 2.85521269 2.86820841
 2.85120869 2.83894014 2.86095881 2.84614801]","[2.84334517 2.83490705 2.82348132 2.82790494 2.87612629 2.84312797
 2.86116385 2.8471756  2.83831859 2.83472681 2.82787347 2.83082271
 2.85107136 2.85231352 2.85751128 2.83488655 2.82733798 2.82406235
 2.82921815 2.84405708 2.8464644  2.83406734]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NestedUNet,False,,,True,0.1,"[2.95813537 2.96550417 2.98179698 2.9725523  2.93841696 2.95906162
 2.96233463 2.95892906 3.00092173 2.9025743  2.94093132 2.97266388
 2.93188763 2.98152971 2.96598864 2.98679185 2.955549   2.93039989
 2.99787736 2.96713662 2.96165562 2.96191931]","[2.97105789 2.96066713 2.92831206 2.94293284 2.9891696  2.96341133
 2.97888064 2.95535493 2.96513295 2.96737313 2.94349313 2.96852207
 2.97869587 2.95261908 2.95232463 2.96950698 2.96936512 2.99261475
 2.97115636 2.96093082 2.97115946 2.95045066]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NestedUNet,False,,,False,,"[0.78730553 0.80555993 0.80187899 0.8037771  0.80791038 0.79871356
 0.80093831 0.80080378 0.80050665 0.79420793 0.79746842 0.82995015
 0.81253463 0.80280101 0.8341924  0.78033745 0.84801823 0.80934131
 0.78583634 0.80097038 0.80584109 0.7973181 ]","[0.86034709 0.83569384 0.8852303  0.8506254  0.83301991 0.8797698
 0.86405581 0.84695333 0.83928752 0.88046569 0.82011259 0.81960613
 0.81938809 0.8288312  0.81570798 0.81084192 0.85181516 0.86579162
 0.82840508 0.85507286 0.86397016 0.90142643]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NestedUNet,False,,,True,0.5,"[2.09771943 2.08368254 2.12650943 2.11932969 2.11431909 2.12132215
 2.12060332 2.13105154 2.12226677 2.07713342 2.14293885 2.0626905
 2.13857889 2.09468794 2.08151865 2.15396905 2.11025763 2.08709741
 2.20472264 2.09511352 2.12618542 2.08076215]","[2.07705569 2.07521558 2.0696795  2.09225965 2.09128475 2.10889435
 2.09313059 2.06715345 2.07435369 2.09385252 2.07915926 2.09754014
 2.07612109 2.06378698 2.07648945 2.09102821 2.11392212 2.10737324
 2.0902741  2.06478167 2.09673047 2.09931183]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NestedUNet,False,,,False,,"[0.81093162 0.80755681 0.80106747 0.79107821 0.82808495 0.79100209
 0.8270306  0.81511348 0.8019079  0.78726017 0.79059362 0.80612648
 0.80294728 0.7834602  0.80803293 0.80632645 0.7849102  0.81886959
 0.80196619 0.79486585 0.81794536 0.78549415]","[0.86890781 0.84254605 0.88358784 0.87496883 0.82865947 0.87317461
 0.87118411 0.84941161 0.83930403 0.88824576 0.82454228 0.8254841
 0.82347184 0.84200537 0.8190788  0.81286478 0.85350037 0.88422018
 0.82927591 0.86829883 0.8742919  0.8787688 ]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NestedUNet,True,open,3,True,0.5,"[2.41070223 2.44729471 2.44032741 2.49294734 2.46982574 2.50942183
 2.45732689 2.44383478 2.47462177 2.43104076 2.45094848 2.56433201
 2.53363776 2.46441531 2.45050716 2.48459721 2.50388384 2.53137946
 2.48538733 2.46270275 2.48651123 2.44828367]","[2.43901491 2.46700335 2.44322896 2.46399403 2.43799806 2.46499062
 2.44913745 2.44528246 2.45557189 2.44829464 2.44733834 2.43450117
 2.42622232 2.40589428 2.42099595 2.42905855 2.46201348 2.44325519
 2.45800304 2.42161989 2.45789647 2.46828103]","[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
