config,max_memory_used_MB,dcgm_avg_GPUTL,dcgm_avg_GRACT,dcgm_avg_SMACT,dcgm_avg_SMOCC,dcgm_avg_FP64A,dcgm_avg_FP32A,dcgm_avg_FP16A,dcgm_avg_TENSO,dcgm_avg_MCUTL,dcgm_avg_DRAMA,dcgm_avg_PCITX,dcgm_avg_PCIRX,dcgm_avg_NVLTX,dcgm_avg_NVLRX,dcgm_avg_POWER,dcgm_avg_TOTEC
unet_Duke_eps8_bs16_dpFalse_k3_opclose,4418,29.564935064935064,0.26661688311688314,0.1987532467532468,0.11310389610389608,0.0,0.019603896103896085,0.0,0.030571428571428562,17.928571428571427,0.1360454545454546,227950169.75974026,144052581.24025974,0.0,0.0,153.3976558441559,265214156248.5065
unet_Duke_eps8_bs16_dpFalse_k3_opopen,4418,29.38157894736842,0.2706184210526316,0.19857894736842108,0.11305263157894738,0.0,0.019921052631578926,0.0,0.030671052631578943,17.092105263157894,0.1380263157894738,232966063.47368422,144951826.04605263,0.0,0.0,147.79043421052643,265190834839.1513
unet_Duke_eps8_bs16_dpTrue_k3_opboth,7074,48.276978417266186,0.44795323741007187,0.2740611510791368,0.13682733812949643,0.0,0.09947122302158269,0.0,0.019172661870503576,20.003597122302157,0.1536079136690646,237611812.6942446,955585934.7014389,0.0,0.0,168.00039928057544,265041716322.91367
unet_Duke_eps8_bs16_dpTrue_k3_opclose,6492,45.9264705882353,0.43924632352941173,0.2649816176470587,0.1291029411764705,0.0,0.09904779411764711,0.0,0.019441176470588212,18.595588235294116,0.14459558823529403,236259518.40441176,920250706.3970588,0.0,0.0,162.70452573529397,265132031673.4853
unet_Duke_eps8_bs16_dpTrue_k3_opopen,6492,45.627737226277375,0.43810218978102167,0.2638430656934307,0.1283905109489052,0.0,0.10119343065693434,0.0,0.019343065693430656,18.427007299270073,0.14499999999999993,239276831.7919708,946249663.9963504,0.0,0.0,162.54659489051076,265087297647.13138
unet_UMN_eps8_bs16_dpFalse_k3_opboth,3874,35.401091405184175,0.33228240109140494,0.267757162346521,0.1479781718963163,0.0,0.02784174624829468,0.0,0.04603683492496588,22.551159618008185,0.1778321964529331,154541031.3915416,199190548.5143247,0.0,0.0,171.88551023192383,264710131325.8636
unet_UMN_eps8_bs16_dpFalse_k3_opclose,3836,34.54798331015299,0.3249568845618916,0.2604353268428376,0.14257858136300405,0.0,0.028180806675938783,0.0,0.04615159944367175,22.20305980528512,0.17312795549374105,157466207.11126566,201415496.54242003,0.0,0.0,168.0858372739916,264957195749.66202
unet_UMN_eps8_bs16_dpFalse_k3_opopen,3836,34.72841225626741,0.3262590529247909,0.26378969359331494,0.14430362116991632,0.0,0.028133704735376065,0.0,0.04683704735376043,22.091922005571032,0.173770194986072,156643885.6448468,202126487.5793872,0.0,0.0,169.8350389972146,264834109376.15182
unet_UMN_eps8_bs16_dpTrue_k3_opboth,6144,57.88838951310861,0.5651797752808994,0.3709655430711609,0.17706816479400758,0.0,0.14503745318352088,0.0,0.028019475655430746,25.4936329588015,0.19952883895131152,238589696.9280899,1327752575.9415731,0.0,0.0,187.9456726591762,264024758291.99326
unet_UMN_eps8_bs16_dpTrue_k3_opclose,6106,58.04776345716452,0.5653335860500383,0.37163229719484425,0.17634799090219894,0.0,0.14632297194844546,0.0,0.02839423805913568,25.12888551933283,0.19802501895375296,241865824.54056102,1350622559.328279,0.0,0.0,186.51257543593684,264523107770.43442
unet_UMN_eps8_bs16_dpTrue_k3_opopen,6106,57.702947845804985,0.5663749055177623,0.37168858654572917,0.17619803476946336,0.0,0.14545578231292505,0.0,0.028337868480725645,25.28193499622071,0.19817687074829973,239406504.8223734,1339193513.7414966,0.0,0.0,187.60283597883648,264274682481.23734
y_net_gen_Duke_eps8_bs16_dpFalse_k3_opboth,5824,34.74556213017752,0.32833136094674564,0.24683431952662732,0.14600591715976333,0.0,0.02432544378698223,0.0,0.031970414201183385,22.171597633136095,0.1738757396449704,204241473.12426037,135059590.21893492,0.0,0.0,167.7900769230768,260496547632.92307
y_net_gen_Duke_eps8_bs16_dpFalse_k3_opclose,5242,33.52121212121212,0.30446060606060615,0.2309878787878788,0.13293939393939394,0.0,0.024606060606060586,0.0,0.032515151515151476,20.24848484848485,0.15590303030303027,211252170.23636365,135665594.5151515,0.0,0.0,158.84745454545447,260549983516.43637
y_net_gen_Duke_eps8_bs16_dpFalse_k3_opopen,5242,32.74096385542169,0.3009879518072291,0.2357530120481928,0.13586746987951814,0.0,0.02396987951807225,0.0,0.03322289156626503,20.46385542168675,0.15437951807228928,211365968.69277108,135856022.07831326,0.0,0.0,163.36989156626504,260523565492.994
y_net_gen_Duke_eps8_bs16_dpTrue_k3_opboth,7944,53.755485893416925,0.5185454545454548,0.3099310344827586,0.15454545454545454,0.0,0.10875235109717864,0.0,0.020043887147335408,21.75862068965517,0.16696551724137929,239314323.3322884,1122697186.0532916,0.0,0.0,168.1339655172414,260348682891.46082
y_net_gen_Duke_eps8_bs16_dpTrue_k3_opclose,7318,53.30379746835443,0.49598417721518956,0.2917689873417723,0.1423512658227849,0.0,0.1105917721518988,0.0,0.01954430379746834,20.626582278481013,0.15406962025316448,236138535.69620255,1054971458.5189873,0.0,0.0,165.1362594936707,260456000681.9019
y_net_gen_Duke_eps8_bs16_dpTrue_k3_opopen,7320,53.266666666666666,0.5037047619047618,0.2865365079365077,0.13969841269841268,0.0,0.11046984126984123,0.0,0.01921269841269839,21.07936507936508,0.15432698412698428,230117559.54920635,1045060263.9428571,0.0,0.0,169.9073047619046,260402638520.79364
y_net_gen_UMN_eps8_bs16_dpFalse_k3_opboth,4692,40.114713216957604,0.38611596009975124,0.31158603491271825,0.17629551122194498,0.0,0.03536408977556114,0.0,0.04793142144638411,26.614713216957608,0.2076259351620948,144036275.2319202,186825608.0586035,0.0,0.0,178.4675735660847,259963766614.7444
y_net_gen_UMN_eps8_bs16_dpFalse_k3_opclose,4654,40.00125786163522,0.37940125786163625,0.30862893081761017,0.17344528301886783,0.0,0.035318238993710685,0.0,0.04868427672955982,25.838993710691824,0.20333081761006275,143805511.85408804,187532019.6855346,0.0,0.0,177.6812666666667,260249825445.1912
y_net_gen_UMN_eps8_bs16_dpFalse_k3_opopen,4654,40.24300254452926,0.381908396946565,0.3072213740458013,0.17265267175572524,0.0,0.035421119592875284,0.0,0.0484363867684479,26.22519083969466,0.20456234096692102,145804220.59796438,188802834.83206108,0.0,0.0,179.6803129770992,260107167742.59924
y_net_gen_UMN_eps8_bs16_dpTrue_k3_opboth,6964,64.71267252195734,0.6283337515683817,0.3921907151819322,0.1884159347553327,0.0,0.15220326223337508,0.0,0.026853199498117895,27.35319949811794,0.21077666248431615,234597940.59473023,1404062110.345044,0.0,0.0,191.12736762860712,259125898675.6995
y_net_gen_UMN_eps8_bs16_dpTrue_k3_opclose,6926,64.80529300567107,0.62776811594203,0.38966792690611224,0.18628355387523593,0.0,0.15649842470069303,0.0,0.026872715816004956,26.89161940768746,0.20916257088846923,234279641.75551355,1402014652.8865786,0.0,0.0,192.82755639571533,259738214198.52173
y_net_gen_UMN_eps8_bs16_dpTrue_k3_opopen,6926,63.989911727616644,0.6272490542244638,0.3896677175283735,0.18616267339218123,0.0,0.15586002522068101,0.0,0.026878940731399664,26.87452711223203,0.20900945775535928,235343069.93253466,1407290878.54855,0.0,0.0,189.82115195460312,259432283272.24905
